"m","n","lambda","k_min_mean","k_min_sd","k_min_se","k_ave_mean","k_ave_sd","k_ave_se","k_m2_mean","k_m2_sd","k_m2_se","A_mean","A_sd","A_se","B_mean","B_sd","B_se","phi_lambda_mean","phi_lambda_sd","phi_lambda_se","elapsed_sec_mean","elapsed_sec_sd","elapsed_sec_se","n_iter_mean","n_iter_sd","n_iter_se","n_runs"
5,15,1,2.35,0.489360484929593,0.109424330980483,5.33333333333333,0,0,32.507619047619,0.462676408910907,0.103457590191028,0.3375,0.122340121232398,0.0273560827451208,0.909940323955669,0.0331328374667657,0.00740872768631401,0.3375,0.122340121232398,0.0273560827451208,0.0365499999999987,0.00680924294423896,0.00152259300986291,6000,0,0,20
5,20,0,1.7,0.470162345981627,0.105131496607569,5.26315789473684,0,0,31.2705263157895,0.0697484702582629,0.0155962320824098,0.175,0.117540586495407,0.0262828741518923,0.957565445026178,0.00520374712659813,0.00116359323127926,0.957565445026178,0.00520374712659813,0.00116359323127926,0.0412999999999996,0.00951508497625049,0.00212763768185831,6000,0,0,20
5,20,0.1,2,0,0,5.26315789473684,0,0,31.2757894736842,0.0649424700829081,0.0145215777732129,0.25,0,0,0.95717277486911,0.00484518428629026,0.00108341614276588,0.886455497382199,0.00436066585766123,0.000975074528489293,0.0405000000000001,0.00677844882115832,0.00151570723461133,6000,0,0,20
5,20,0.2,2,0,0,5.26315789473684,0,0,31.2768421052632,0.0853865254344133,0.0190930075233863,0.25,0,0,0.957094240837696,0.00637046066722715,0.00142447830999086,0.815675392670157,0.00509636853378173,0.00113958264799269,0.0418499999999996,0.00439227791278738,0.000982143198906348,6000,0,0,20
5,20,0.3,2,0,0,5.26315789473684,0,0,31.3157894736842,0.0677895425061158,0.0151582025207286,0.25,0,0,0.954188481675393,0.00505759675765522,0.00113091301528996,0.742931937172775,0.00354031773035867,0.000791639110702976,0.0400499999999988,0.00619401238888596,0.00138502327550249,6000,0,0,20
5,20,0.4,2,0,0,5.26315789473684,0,0,31.3126315789474,0.0663197466171952,0.014829546168661,0.25,0,0,0.954424083769634,0.00494793921096873,0.00110639284242628,0.67265445026178,0.00296876352658126,0.00066383570545577,0.0404499999999988,0.00571678047045344,0.00127831097443771,6000,0,0,20
5,20,0.5,2,0,0,5.26315789473684,0,0,31.3052631578947,0.051113850835106,0.0114294045059081,0.25,0,0,0.954973821989529,0.00381346792879716,0.000852717351880577,0.602486910994764,0.00190673396439859,0.000426358675940291,0.0414999999999991,0.00810782597897003,0.00181296500387158,6000,0,0,20
5,20,0.6,2,0,0,5.26315789473684,0,0,31.3073684210526,0.0583187694869456,0.0130404732936951,0.25,0,0,0.954816753926702,0.00435100767114645,0.000972914892330652,0.531926701570681,0.00174040306845859,0.000389165956932264,0.0409999999999995,0.00619847179807767,0.0013860204297117,6000,0,0,20
5,20,0.7,2,0,0,5.26315789473684,0,0,31.3042105263158,0.0638831854184636,0.0142847145214908,0.25,0,0,0.955052356020942,0.00476615388593247,0.00106574440801698,0.461515706806283,0.00142984616577975,0.000319723322405095,0.0406499999999996,0.00636830143428244,0.0014239954908265,6000,0,0,20
5,20,0.8,2,0,0,5.26315789473684,0,0,31.2989473684211,0.061889384885539,0.0138388871689713,0.25,0,0,0.95544502617801,0.00461740175193156,0.00103248241967456,0.391089005235602,0.000923480350386324,0.000206496483934914,0.0404,0.00709632966658474,0.00158678755252319,6000,0,0,20
